kernel,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator,param_clf__estimator__criterion,param_clf__estimator__max_depth,param_clf__estimator__max_features,param_clf__estimator__n_estimators,params,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,process,model
"RandomForestClassifier(max_depth=4, n_estimators=200)_entropy_5_log2_200",0.6529557228088378,0.05193353871093972,0.10104570388793946,0.02079433364569662,"RandomForestClassifier(max_depth=4, n_estimators=200)",entropy,5,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9863013698630138,0.9090909090909091,0.9473684210526316,0.975,1.0,0.9635521400013107,0.03226442588244883,47,0.9864864864864865,0.9324324324324325,0.9459459459459459,0.972972972972973,1.0,0.9675675675675676,0.02506383377161001,47,0.972972972972973,1.0,0.9,0.9512195121951219,1.0,0.964838497033619,0.03722456104812359,42,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_entropy_5_log2_500",1.24587984085083,0.2710902250282852,0.14042487144470214,0.0408748470501185,"RandomForestClassifier(max_depth=4, n_estimators=200)",entropy,5,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9722222222222222,0.9615384615384615,0.9333333333333333,0.9620253164556963,0.9879518072289156,0.9634142281557259,0.017832449947650143,48,0.972972972972973,0.972972972972973,0.9324324324324325,0.9594594594594594,0.9864864864864865,0.9648648648648649,0.018330621576014245,49,0.9459459459459459,1.0,0.875,0.926829268292683,0.9761904761904762,0.944793138085821,0.04296208130489704,54,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_7_log2_500",1.4374300956726074,0.2316316031876736,0.15762839317321778,0.03324789296747704,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,7,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 7, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.923076923076923,0.961038961038961,0.975,1.0,0.9633724725978248,0.025050363469863272,49,0.9594594594594594,0.9459459459459459,0.9594594594594594,0.972972972972973,1.0,0.9675675675675676,0.018330621576014245,47,0.918918918918919,0.96,0.925,0.9512195121951219,1.0,0.9510276862228082,0.028938694221751028,48,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_8_log2_200",0.7171556949615479,0.18959486606032935,0.0760338306427002,0.03109869047111993,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,8,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 8, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.923076923076923,0.961038961038961,0.9620253164556963,0.9879518072289156,0.9612630460045437,0.021406563356211696,50,0.972972972972973,0.9459459459459459,0.9594594594594594,0.9594594594594594,0.9864864864864865,0.9648648648648649,0.013781133820521062,49,0.9459459459459459,0.96,0.925,0.926829268292683,0.9761904761904762,0.9467931380858211,0.019559342466077413,51,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_6_log2_500",1.4289904594421388,0.2571457102024348,0.177034330368042,0.03714296773072872,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,6,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9722222222222222,0.923076923076923,0.961038961038961,0.9620253164556963,0.9879518072289156,0.9612630460045437,0.021406563356211696,50,0.972972972972973,0.9459459459459459,0.9594594594594594,0.9594594594594594,0.9864864864864865,0.9648648648648649,0.013781133820521062,49,0.9459459459459459,0.96,0.925,0.926829268292683,0.9761904761904762,0.9467931380858211,0.019559342466077413,51,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_entropy_7_log2_200",0.7264429092407226,0.0573851395553351,0.0914912223815918,0.027706938877936956,"RandomForestClassifier(max_depth=4, n_estimators=200)",entropy,7,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 7, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9863013698630138,0.923076923076923,0.9333333333333333,0.9620253164556963,1.0,0.9609473885457934,0.029549284115564733,52,0.9864864864864865,0.9459459459459459,0.9324324324324325,0.9594594594594594,1.0,0.9648648648648649,0.02506383377161001,49,0.972972972972973,0.96,0.875,0.926829268292683,1.0,0.9469604482531311,0.0429963857108012,50,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_8_log2_500",1.2666025638580323,0.3081844483845668,0.1580286979675293,0.03992716909974726,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,8,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 8, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.923076923076923,0.961038961038961,0.9620253164556963,1.0,0.960777535888964,0.024374373852180387,53,0.9594594594594594,0.9459459459459459,0.9594594594594594,0.9594594594594594,1.0,0.9648648648648649,0.018330621576014245,49,0.918918918918919,0.96,0.925,0.926829268292683,1.0,0.9461496374423204,0.03050832656798236,53,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_5_log2_500",1.3643778324127198,0.3041793258593246,0.1784204959869385,0.04824038989988118,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,5,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.923076923076923,0.9473684210526316,0.975,0.9879518072289156,0.958228726046342,0.02244355241002519,54,0.9594594594594594,0.9459459459459459,0.9459459459459459,0.972972972972973,0.9864864864864865,0.9621621621621623,0.015759329445527857,54,0.918918918918919,0.96,0.9,0.9512195121951219,0.9761904761904762,0.9412657814609033,0.027828147573286968,58,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_entropy_4_log2_200",0.6219170570373536,0.151236551263732,0.0729635238647461,0.02654901075855298,"RandomForestClassifier(max_depth=4, n_estimators=200)",entropy,4,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.9090909090909091,0.9473684210526316,0.9487179487179488,1.0,0.9554799002167425,0.030085887757621086,55,0.972972972972973,0.9324324324324325,0.9459459459459459,0.9459459459459459,1.0,0.9594594594594594,0.024173707864862594,55,0.9459459459459459,1.0,0.9,0.9024390243902439,1.0,0.9496769940672379,0.04422207614090955,49,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_5_log2_200",0.6481241226196289,0.1871382534763362,0.06976265907287597,0.028960150129568703,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,5,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.9056603773584904,0.9473684210526316,0.9620253164556963,0.9879518072289156,0.9550456288635913,0.028015747567739186,56,0.972972972972973,0.9324324324324325,0.9459459459459459,0.9594594594594594,0.9864864864864865,0.9594594594594594,0.019110994086122917,55,0.9459459459459459,0.96,0.9,0.926829268292683,0.9761904761904762,0.941793138085821,0.02646694652889731,57,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_6_log2_200",0.6211763858795166,0.13542208952111404,0.08886737823486328,0.02854790697178333,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,6,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.9056603773584904,0.961038961038961,0.9350649350649352,1.0,0.9547972991369218,0.03221699466702024,57,0.972972972972973,0.9324324324324325,0.9594594594594594,0.9324324324324325,1.0,0.9594594594594594,0.025640089136500368,55,0.9459459459459459,0.96,0.925,0.8780487804878049,1.0,0.9417989452867502,0.040204792877259525,56,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_4_log2_500",1.3376118659973144,0.33999518659081535,0.15543766021728517,0.05992266362828927,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,4,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9722222222222222,0.923076923076923,0.9473684210526316,0.9350649350649352,0.9879518072289156,0.9531368617291255,0.023831914603208416,58,0.972972972972973,0.9459459459459459,0.9459459459459459,0.9324324324324325,0.9864864864864865,0.9567567567567569,0.01986072764418794,58,0.9459459459459459,0.96,0.9,0.8780487804878049,0.9761904761904762,0.9320370405248454,0.03705675328767738,59,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_entropy_4_log2_500",1.1958463668823243,0.22714420288768086,0.13612112998962403,0.04794452518067479,"RandomForestClassifier(max_depth=4, n_estimators=200)",entropy,4,log2,500,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.9090909090909091,0.9473684210526316,0.9620253164556963,0.9879518072289156,0.9528365865402785,0.025632805751598927,59,0.9594594594594594,0.9324324324324325,0.9459459459459459,0.9594594594594594,0.9864864864864865,0.9567567567567569,0.017927701569488648,58,0.918918918918919,1.0,0.9,0.926829268292683,0.9761904761904762,0.9443877326804155,0.037500319278034745,55,norm_text,rf
"RandomForestClassifier(max_depth=4, n_estimators=200)_gini_4_log2_200",0.7389539241790771,0.24692602938192343,0.07894082069396972,0.026507842365712356,"RandomForestClassifier(max_depth=4, n_estimators=200)",gini,4,log2,200,"{'clf__estimator': RandomForestClassifier(max_depth=4, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9428571428571428,0.8928571428571428,0.9333333333333333,0.9487179487179488,0.9879518072289156,0.9411434749988967,0.030475883778308285,60,0.9459459459459459,0.918918918918919,0.9324324324324325,0.9459459459459459,0.9864864864864865,0.9459459459459459,0.0226124331495696,60,0.8918918918918919,1.0,0.875,0.9024390243902439,0.9761904761904762,0.9291042784945225,0.04953056386872028,60,norm_text,rf
