kernel,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator,param_clf__estimator__criterion,param_clf__estimator__max_depth,param_clf__estimator__max_features,param_clf__estimator__n_estimators,params,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,process,model
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_7_log2_500",1.7745452404022217,0.4362273942642492,0.25454983711242674,0.08484711471073714,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,7,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 7, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.923076923076923,0.9333333333333333,0.975,1.0,0.9578313470566993,0.02786032232442722,44,0.9594594594594594,0.9459459459459459,0.9324324324324325,0.972972972972973,1.0,0.9621621621621621,0.023249527748763855,44,0.918918918918919,0.96,0.875,0.9512195121951219,1.0,0.9410276862228081,0.04192853142808809,48,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_8_log2_500",1.985502290725708,0.499661947074708,0.2495434284210205,0.08623239582095381,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,8,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 8, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9722222222222222,0.9056603773584904,0.9333333333333333,0.975,1.0,0.9572431865828094,0.033467262555805614,45,0.972972972972973,0.9324324324324325,0.9324324324324325,0.972972972972973,1.0,0.9621621621621621,0.02620367490495313,44,0.9459459459459459,0.96,0.875,0.9512195121951219,1.0,0.9464330916282137,0.04044578689456701,44,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_7_log2_500",1.9006321430206299,0.5148232905277371,0.21479310989379882,0.06334030629639784,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,7,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 7, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.923076923076923,0.9473684210526316,0.9620253164556963,0.9879518072289156,0.9556337893374813,0.021061980960966262,46,0.9594594594594594,0.9459459459459459,0.9459459459459459,0.9594594594594594,0.9864864864864865,0.9594594594594594,0.014803312365004501,46,0.918918918918919,0.96,0.9,0.926829268292683,0.9761904761904762,0.9363877326804155,0.027793482488547457,51,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_6_log2_500",1.9948371410369874,0.5944075830036059,0.22644872665405275,0.06356440535066224,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,6,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9722222222222222,0.923076923076923,0.9333333333333333,0.9487179487179488,1.0,0.9554700854700855,0.027743437023977878,47,0.972972972972973,0.9459459459459459,0.9324324324324325,0.9459459459459459,1.0,0.9594594594594594,0.024173707864862594,46,0.9459459459459459,0.96,0.875,0.9024390243902439,1.0,0.936676994067238,0.0438542342762998,50,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_6_log2_200",1.030142593383789,0.30881787068851513,0.1644516944885254,0.061925899433090646,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,6,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9577464788732395,0.9056603773584904,0.961038961038961,0.9620253164556963,0.9879518072289156,0.9548845881910607,0.02688315692237015,48,0.9594594594594594,0.9324324324324325,0.9594594594594594,0.9594594594594594,0.9864864864864865,0.9594594594594594,0.017093392757666918,46,0.918918918918919,0.96,0.925,0.926829268292683,0.9761904761904762,0.9413877326804156,0.022552169342150617,46,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_8_log2_200",1.1468133926391602,0.21866452375592366,0.13446712493896484,0.029895860026992013,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,8,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 8, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9577464788732395,0.923076923076923,0.9487179487179489,0.9487179487179488,0.988235294117647,0.9532989187007415,0.020955527720444296,49,0.9594594594594594,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.9864864864864865,0.9567567567567569,0.01575932944552785,49,0.918918918918919,0.96,0.925,0.9024390243902439,1.0,0.9412715886618326,0.03484868485231342,47,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_6_log2_200",1.0954702854156495,0.09635822611299531,0.16135172843933104,0.051790789564690354,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,6,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9577464788732395,0.8928571428571428,0.9333333333333333,0.975,0.9879518072289156,0.9493777524585264,0.03366450815647462,50,0.9594594594594594,0.918918918918919,0.9324324324324325,0.972972972972973,0.9864864864864865,0.9540540540540542,0.025063833771610006,50,0.918918918918919,1.0,0.875,0.9512195121951219,0.9761904761904762,0.9442657814609033,0.04384987010921717,45,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_5_log2_200",1.0032801628112793,0.18448526649816593,0.14548263549804688,0.02912815523211373,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,5,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9444444444444445,0.9259259259259259,0.9333333333333333,0.9620253164556963,0.975609756097561,0.9482677552513923,0.01829572355346162,51,0.9459459459459459,0.9459459459459459,0.9324324324324325,0.9594594594594594,0.972972972972973,0.9513513513513514,0.013781133820521048,51,0.918918918918919,1.0,0.875,0.926829268292683,0.9523809523809523,0.9346258279185108,0.04111388939836601,52,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_5_log2_500",1.8760811805725097,0.4341433092878663,0.2982729434967041,0.07662099676985298,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,5,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9589041095890412,0.9056603773584904,0.9333333333333333,0.9487179487179488,0.9879518072289156,0.9469135152455459,0.02726688272639943,52,0.9594594594594594,0.9324324324324325,0.9324324324324325,0.9459459459459459,0.9864864864864865,0.9513513513513514,0.020225175063642926,51,0.9459459459459459,0.96,0.875,0.9024390243902439,0.9761904761904762,0.9319150893053332,0.0375608914274902,53,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_4_log2_500",1.7624563217163085,0.5151987662013596,0.1956099033355713,0.04643253812868625,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,4,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9577464788732395,0.9056603773584904,0.9210526315789473,0.9350649350649352,0.9879518072289156,0.9414952460209056,0.02886417102485343,53,0.9594594594594594,0.9324324324324325,0.918918918918919,0.9324324324324325,0.9864864864864865,0.9459459459459459,0.02417370786486258,53,0.918918918918919,0.96,0.875,0.8780487804878049,0.9761904761904762,0.9216316351194399,0.041304072447064515,56,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_5_log2_500",1.6305898189544679,0.37341306559063125,0.18010296821594238,0.04997318930064547,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,5,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9295774647887325,0.9056603773584904,0.9333333333333333,0.9487179487179488,0.9879518072289156,0.941048186285484,0.027210910832819696,54,0.9324324324324325,0.9324324324324325,0.9324324324324325,0.9459459459459459,0.9864864864864865,0.9459459459459459,0.020935045114634687,53,0.8918918918918919,0.96,0.875,0.9024390243902439,0.9761904761904762,0.9211042784945225,0.039685579409474876,57,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_5_log2_200",0.7428101062774658,0.229254173970667,0.10534090995788574,0.023959347038963595,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,5,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 5, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.888888888888889,0.9066666666666667,0.9487179487179488,0.9879518072289156,0.9408895067449284,0.037770757816552265,55,0.972972972972973,0.918918918918919,0.9054054054054054,0.9459459459459459,0.9864864864864865,0.9459459459459459,0.03081555202970645,53,0.9459459459459459,0.96,0.85,0.9024390243902439,0.9761904761904762,0.9269150893053333,0.04560670408921302,54,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_7_log2_200",1.1916536808013916,0.18449696968993898,0.18158302307128907,0.03630734339638526,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,7,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 7, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9722222222222222,0.8727272727272728,0.9210526315789473,0.9500000000000001,0.9879518072289156,0.9407907867514715,0.04079005591518521,56,0.972972972972973,0.9054054054054054,0.918918918918919,0.9459459459459459,0.9864864864864865,0.9459459459459459,0.030815552029706445,53,0.9459459459459459,0.96,0.875,0.926829268292683,0.9761904761904762,0.936793138085821,0.034906025832536706,49,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_6_log2_500",1.8698390960693358,0.6030222217073649,0.2288001537322998,0.08699129877314954,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,6,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 6, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9444444444444445,0.8727272727272728,0.9333333333333333,0.9350649350649352,1.0,0.9371139971139971,0.040429017223272086,57,0.9459459459459459,0.9054054054054054,0.9324324324324325,0.9324324324324325,1.0,0.9432432432432432,0.03128604568321683,57,0.918918918918919,0.96,0.875,0.8780487804878049,1.0,0.9263935398813448,0.048128342572319106,55,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_4_log2_500",1.3657199382781982,0.4008065991199109,0.15935416221618653,0.04554333332126193,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,4,log2,500,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 500}",0.9444444444444445,0.888888888888889,0.9041095890410958,0.9210526315789475,0.975609756097561,0.9268210620101875,0.03059037701940069,58,0.9459459459459459,0.918918918918919,0.9054054054054054,0.918918918918919,0.972972972972973,0.9324324324324325,0.024173707864862604,58,0.918918918918919,0.96,0.825,0.8536585365853658,0.9523809523809523,0.9019916815770473,0.05376687998997962,58,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_entropy_4_log2_200",1.2410624504089356,0.14673142896969116,0.1882373332977295,0.029047814183715263,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",entropy,4,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'entropy', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.927536231884058,0.888888888888889,0.9041095890410958,0.9350649350649352,0.951219512195122,0.92136383141482,0.022223911517070465,59,0.9324324324324325,0.918918918918919,0.9054054054054054,0.9324324324324325,0.9459459459459459,0.927027027027027,0.013781133820521046,59,0.8648648648648649,0.96,0.825,0.8780487804878049,0.9285714285714286,0.8912970147848197,0.0477052419161056,59,text,rf
"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)_gini_4_log2_200",0.8127440929412841,0.1500087927898169,0.15208754539489747,0.04781007754682026,"RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200)",gini,4,log2,200,"{'clf__estimator': RandomForestClassifier(criterion='entropy', max_depth=6, n_estimators=200), 'clf__estimator__criterion': 'gini', 'clf__estimator__max_depth': 4, 'clf__estimator__max_features': 'log2', 'clf__estimator__n_estimators': 200}",0.9142857142857143,0.8571428571428571,0.8918918918918919,0.8918918918918919,0.975609756097561,0.9061644222619833,0.03924062657177797,60,0.918918918918919,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.972972972972973,0.9135135135135135,0.031518658891055706,60,0.8648648648648649,0.96,0.825,0.8048780487804879,0.9523809523809523,0.881424773205261,0.0640721971602771,60,text,rf
